design	study_primary	phenotype_primary	dependence_type	study_secondary	cohort	model_adjustment	model_context	phenotype_secondary	variable	variants	summary	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_unadjust_testosterone_imputation_log	male_age_high	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.1052; 95% CI: 0.027 ... 0.184)	0.1052	0.0401	0.078596	0.027 ... 0.184	0.0087	0.026604	0.183796	1	1	0.1052
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_joint_1_testosterone_log	male_age_high	adjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0519; 95% CI: -0.005 ... 0.109)	0.0519	0.0289	0.056644	-0.005 ... 0.109	0.0729	-0.004744	0.108544	1	0	0.0519
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_unadjust_testosterone_log	male_age_high	unadjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0781; 95% CI: 0.018 ... 0.138)	0.0781	0.0305	0.05978	0.018 ... 0.138	0.0103	0.01832	0.13788	1	1	0.0781
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_albumin_imputation	male_age_low	adjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0078; 95% CI: -0.065 ... 0.049)	-0.0078	0.0292	0.057232	-0.065 ... 0.049	0.7904	-0.065032	0.049432	1	0	0.0078
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_albumin_imputation	male_age_low	unadjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0014; 95% CI: -0.061 ... 0.058)	-0.0014	0.0305	0.05978	-0.061 ... 0.058	0.9631	-0.06118	0.05838	1	0	0.0014
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	male_age_low	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: -0.1043; 95% CI: -0.222 ... 0.013)	-0.1043	0.0601	0.117796	-0.222 ... 0.013	0.0826	-0.222096	0.013496	1	0	0.1043
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	male_age_low	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: -0.1373; 95% CI: -0.252 ... -0.023)	-0.1373	0.0583	0.114268	-0.252 ... -0.023	0.0185	-0.251568	-0.023032	1	1	0.1373
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_oestradiol_free_imputation_log	male_age_low	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.1032; 95% CI: -0.226 ... 0.02)	-0.1032	0.0627	0.122892	-0.226 ... 0.02	0.0996	-0.226092	0.019692	1	0	0.1032
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_oestradiol_free_imputation_log	male_age_low	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.1259; 95% CI: -0.243 ... -0.009)	-0.1259	0.0598	0.117208	-0.243 ... -0.009	0.0352	-0.243108	-0.008692	1	1	0.1259
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_oestradiol_log	male_age_low	adjust	joint	oestradiol_log	oestradiol_priority	1171384	(rg: -0.2861; 95% CI: -1.044 ... 0.472)	-0.2861	0.3869	0.758324	-1.044 ... 0.472	0.4596	-1.044424	0.472224	1	0	0.2861
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_oestradiol_log	male_age_low	unadjust	joint	oestradiol_log	oestradiol_priority	1171384	(rg: -0.2366; 95% CI: -0.664 ... 0.191)	-0.2366	0.2182	0.427672	-0.664 ... 0.191	0.2783	-0.664272	0.191072	1	0	0.2366
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_steroid_globulin_imputation_log	male_age_low	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0417; 95% CI: -0.006 ... 0.089)	0.0417	0.0242	0.047432	-0.006 ... 0.089	0.0844	-0.005732	0.089132	1	0	0.0417
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_steroid_globulin_imputation_log	male_age_low	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0751; 95% CI: 0.027 ... 0.123)	0.0751	0.0246	0.048216	0.027 ... 0.123	0.0022	0.026884	0.123316	1	1	0.0751
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_testosterone_bioavailable_imputation_log	male_age_low	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0199; 95% CI: -0.046 ... 0.086)	0.0199	0.0336	0.065856	-0.046 ... 0.086	0.5528	-0.045956	0.085756	1	0	0.0199
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_testosterone_bioavailable_imputation_log	male_age_low	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0398; 95% CI: -0.026 ... 0.106)	0.0398	0.0336	0.065856	-0.026 ... 0.106	0.2366	-0.026056	0.105656	1	0	0.0398
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_testosterone_free_imputation_log	male_age_low	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0263; 95% CI: -0.039 ... 0.092)	0.0263	0.0334	0.065464	-0.039 ... 0.092	0.4314	-0.039164	0.091764	1	0	0.0263
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_testosterone_free_imputation_log	male_age_low	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0345; 95% CI: -0.031 ... 0.1)	0.0345	0.0334	0.065464	-0.031 ... 0.1	0.3012	-0.030964	0.099964	1	0	0.0345
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_testosterone_imputation	male_age_low	adjust	joint	testosterone_imputation	testosterone_imputation	1171380	(rg: 0.058; 95% CI: 0.006 ... 0.11)	0.058	0.0267	0.052332	0.006 ... 0.11	0.0301	0.005668	0.110332	1	1	0.058
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_testosterone_imputation	male_age_low	unadjust	joint	testosterone_imputation	testosterone_imputation	1171380	(rg: 0.0892; 95% CI: 0.035 ... 0.143)	0.0892	0.0277	0.054292	0.035 ... 0.143	0.0013	0.034908	0.143492	1	1	0.0892
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_testosterone_imputation_log	male_age_low	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0537; 95% CI: -0.002 ... 0.109)	0.0537	0.0282	0.055272	-0.002 ... 0.109	0.0567	-0.001572	0.108972	1	0	0.0537
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_testosterone_imputation_log	male_age_low	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0822; 95% CI: 0.027 ... 0.138)	0.0822	0.0284	0.055664	0.027 ... 0.138	0.0038	0.026536	0.137864	1	1	0.0822
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_joint_1_testosterone_log	male_age_low	adjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0513; 95% CI: -0.001 ... 0.104)	0.0513	0.0269	0.052724	-0.001 ... 0.104	0.0561	-0.001424	0.104024	1	0	0.0513
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_low_unadjust_testosterone_log	male_age_low	unadjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0804; 95% CI: 0.026 ... 0.134)	0.0804	0.0276	0.054096	0.026 ... 0.134	0.0036	0.026304	0.134496	1	1	0.0804
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_joint_1_albumin_imputation	male_age_middle	adjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0645; 95% CI: -0.122 ... -0.007)	-0.0645	0.0292	0.057232	-0.122 ... -0.007	0.0271	-0.121732	-0.007268	1	1	0.0645
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_albumin_imputation	male_age_middle	unadjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0554; 95% CI: -0.112 ... 0.002)	-0.0554	0.0291	0.057036	-0.112 ... 0.002	0.057	-0.112436	0.001636	1	0	0.0554
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	male_age_middle	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log			nan		nan							
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	male_age_middle	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: -0.0636; 95% CI: -0.151 ... 0.023)	-0.0636	0.0444	0.087024	-0.151 ... 0.023	0.1522	-0.150624	0.023424	1	0	0.0636
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_joint_1_oestradiol_free_imputation_log	male_age_middle	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.0111; 95% CI: -0.104 ... 0.082)	-0.0111	0.0474	0.092904	-0.104 ... 0.082	0.8147	-0.104004	0.081804	1	0	0.0111
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_oestradiol_free_imputation_log	male_age_middle	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.0445; 95% CI: -0.134 ... 0.045)	-0.0445	0.0455	0.08918	-0.134 ... 0.045	0.3282	-0.13368	0.04468	1	0	0.0445
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_joint_1_oestradiol_log	male_age_middle	adjust	joint	oestradiol_log	oestradiol_priority	1171383	(rg: -0.0308; 95% CI: -0.207 ... 0.145)	-0.0308	0.0898	0.176008	-0.207 ... 0.145	0.7316	-0.206808	0.145208	1	0	0.0308
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_oestradiol_log	male_age_middle	unadjust	joint	oestradiol_log	oestradiol_priority	1171383	(rg: -0.0297; 95% CI: -0.175 ... 0.116)	-0.0297	0.0743	0.145628	-0.175 ... 0.116	0.6893	-0.175328	0.115928	1	0	0.0297
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_joint_1_steroid_globulin_imputation_log	male_age_middle	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0218; 95% CI: -0.028 ... 0.071)	0.0218	0.0253	0.049588	-0.028 ... 0.071	0.3883	-0.027788	0.071388	1	0	0.0218
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_steroid_globulin_imputation_log	male_age_middle	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.046; 95% CI: -0.003 ... 0.095)	0.046	0.0248	0.048608	-0.003 ... 0.095	0.0633	-0.002608	0.094608	1	0	0.046
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_joint_1_testosterone_bioavailable_imputation_log	male_age_middle	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0035; 95% CI: -0.068 ... 0.075)	0.0035	0.0363	0.071148	-0.068 ... 0.075	0.9237	-0.067648	0.074648	1	0	0.0035
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_testosterone_bioavailable_imputation_log	male_age_middle	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0267; 95% CI: -0.042 ... 0.095)	0.0267	0.0349	0.068404	-0.042 ... 0.095	0.4453	-0.041704	0.095104	1	0	0.0267
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_joint_1_testosterone_free_imputation_log	male_age_middle	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0179; 95% CI: -0.054 ... 0.09)	0.0179	0.0368	0.072128	-0.054 ... 0.09	0.6268	-0.054228	0.090028	1	0	0.0179
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_testosterone_free_imputation_log	male_age_middle	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0351; 95% CI: -0.035 ... 0.105)	0.0351	0.0356	0.069776	-0.035 ... 0.105	0.3246	-0.034676	0.104876	1	0	0.0351
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_joint_1_testosterone_imputation	male_age_middle	adjust	joint	testosterone_imputation	testosterone_imputation	1171380	(rg: 0.0196; 95% CI: -0.036 ... 0.075)	0.0196	0.0282	0.055272	-0.036 ... 0.075	0.4865	-0.035672	0.074872	1	0	0.0196
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_joint_1_testosterone_imputation_log	male_age_middle	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0304; 95% CI: -0.033 ... 0.094)	0.0304	0.0322	0.063112	-0.033 ... 0.094	0.3452	-0.032712	0.093512	1	0	0.0304
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_testosterone_imputation_log	male_age_middle	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0595; 95% CI: -0.001 ... 0.12)	0.0595	0.0307	0.060172	-0.001 ... 0.12	0.0528	-0.000672	0.119672	1	0	0.0595
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_joint_1_testosterone_log	male_age_middle	adjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0169; 95% CI: -0.04 ... 0.074)	0.0169	0.0289	0.056644	-0.04 ... 0.074	0.5598	-0.039744	0.073544	1	0	0.0169
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_middle_unadjust_testosterone_log	male_age_middle	unadjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0547; 95% CI: -0.0 ... 0.11)	0.0547	0.0281	0.055076	-0.0 ... 0.11	0.0513	-0.000376	0.109776	1	0	0.0547
