design	study_primary	phenotype_primary	dependence_type	study_secondary	cohort	model_adjustment	model_context	phenotype_secondary	variable	variants	summary	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_unadjust_oestradiol_free_imputation_log	male_age_high	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: -0.0653; 95% CI: -0.191 ... 0.061)	-0.0653	0.0642	0.125832	-0.191 ... 0.061	0.3087	-0.191132	0.060532	1	0	0.0653
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_joint_1_oestradiol_log	male_age_high	adjust	joint	oestradiol_log	oestradiol_priority	1115968	(rg: -0.0775; 95% CI: -0.269 ... 0.114)	-0.0775	0.0979	0.191884	-0.269 ... 0.114	0.429	-0.269384	0.114384	1	0	0.0775
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_unadjust_oestradiol_log	male_age_high	unadjust	joint	oestradiol_log	oestradiol_priority	1115968	(rg: -0.0832; 95% CI: -0.28 ... 0.113)	-0.0832	0.1002	0.196392	-0.28 ... 0.113	0.4061	-0.279592	0.113192	1	0	0.0832
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_joint_1_steroid_globulin_imputation_log	male_age_high	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: 0.0057; 95% CI: -0.056 ... 0.068)	0.0057	0.0317	0.062132	-0.056 ... 0.068	0.8579	-0.056432	0.067832	1	0	0.0057
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_unadjust_steroid_globulin_imputation_log	male_age_high	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: 0.0139; 95% CI: -0.05 ... 0.078)	0.0139	0.0326	0.063896	-0.05 ... 0.078	0.67	-0.049996	0.077796	1	0	0.0139
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_joint_1_testosterone_bioavailable_imputation_log	male_age_high	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: -0.0022; 95% CI: -0.117 ... 0.113)	-0.0022	0.0588	0.115248	-0.117 ... 0.113	0.9699	-0.117448	0.113048	1	0	0.0022
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_unadjust_testosterone_bioavailable_imputation_log	male_age_high	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: -0.0006; 95% CI: -0.116 ... 0.115)	-0.0006	0.0588	0.115248	-0.116 ... 0.115	0.9922	-0.115848	0.114648	1	0	0.0006
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_joint_1_testosterone_free_imputation_log	male_age_high	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: 0.0081; 95% CI: -0.1 ... 0.116)	0.0081	0.0549	0.107604	-0.1 ... 0.116	0.8823	-0.099504	0.115704	1	0	0.0081
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_unadjust_testosterone_free_imputation_log	male_age_high	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: 0.006; 95% CI: -0.099 ... 0.111)	0.006	0.0538	0.105448	-0.099 ... 0.111	0.9108	-0.099448	0.111448	1	0	0.006
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_joint_1_testosterone_imputation_log	male_age_high	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: 0.0142; 95% CI: -0.081 ... 0.109)	0.0142	0.0484	0.094864	-0.081 ... 0.109	0.7696	-0.080664	0.109064	1	0	0.0142
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_unadjust_testosterone_imputation_log	male_age_high	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: 0.0153; 95% CI: -0.08 ... 0.11)	0.0153	0.0485	0.09506	-0.08 ... 0.11	0.753	-0.07976	0.11036	1	0	0.0153
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_joint_1_testosterone_log	male_age_high	adjust	joint	testosterone_log	testosterone_log	1115965	(rg: -0.0024; 95% CI: -0.08 ... 0.075)	-0.0024	0.0397	0.077812	-0.08 ... 0.075	0.9517	-0.080212	0.075412	1	0	0.0024
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_unadjust_testosterone_log	male_age_high	unadjust	joint	testosterone_log	testosterone_log	1115965	(rg: -0.001; 95% CI: -0.08 ... 0.078)	-0.001	0.0401	0.078596	-0.08 ... 0.078	0.9795	-0.079596	0.077596	1	0	0.001
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_albumin_imputation	male_age_low	adjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: 0.0352; 95% CI: -0.037 ... 0.108)	0.0352	0.0369	0.072324	-0.037 ... 0.108	0.3404	-0.037124	0.107524	1	0	0.0352
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_albumin_imputation	male_age_low	unadjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: 0.053; 95% CI: -0.019 ... 0.125)	0.053	0.0369	0.072324	-0.019 ... 0.125	0.1515	-0.019324	0.125324	1	0	0.053
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	male_age_low	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: -0.0214; 95% CI: -0.155 ... 0.113)	-0.0214	0.0684	0.134064	-0.155 ... 0.113	0.7539	-0.155464	0.112664	1	0	0.0214
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	male_age_low	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: -0.0342; 95% CI: -0.167 ... 0.098)	-0.0342	0.0677	0.132692	-0.167 ... 0.098	0.6141	-0.166892	0.098492	1	0	0.0342
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_oestradiol_free_imputation_log	male_age_low	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: -0.0427; 95% CI: -0.186 ... 0.1)	-0.0427	0.073	0.14308	-0.186 ... 0.1	0.5591	-0.18578	0.10038	1	0	0.0427
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_oestradiol_free_imputation_log	male_age_low	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: -0.0468; 95% CI: -0.185 ... 0.091)	-0.0468	0.0704	0.137984	-0.185 ... 0.091	0.5065	-0.184784	0.091184	1	0	0.0468
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_oestradiol_log	male_age_low	adjust	joint	oestradiol_log	oestradiol_priority	1115969	(rg: -0.1584; 95% CI: -0.806 ... 0.49)	-0.1584	0.3306	0.647976	-0.806 ... 0.49	0.6318	-0.806376	0.489576	1	0	0.1584
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_oestradiol_log	male_age_low	unadjust	joint	oestradiol_log	oestradiol_priority	1115969	(rg: -0.1385; 95% CI: -0.525 ... 0.248)	-0.1385	0.1974	0.386904	-0.525 ... 0.248	0.4829	-0.525404	0.248404	1	0	0.1385
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_steroid_globulin_imputation_log	male_age_low	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: -0.0177; 95% CI: -0.073 ... 0.038)	-0.0177	0.0282	0.055272	-0.073 ... 0.038	0.5301	-0.072972	0.037572	1	0	0.0177
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_steroid_globulin_imputation_log	male_age_low	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: 0.0021; 95% CI: -0.053 ... 0.058)	0.0021	0.0283	0.055468	-0.053 ... 0.058	0.9402	-0.053368	0.057568	1	0	0.0021
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_testosterone_bioavailable_imputation_log	male_age_low	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: -0.0439; 95% CI: -0.125 ... 0.037)	-0.0439	0.0415	0.08134	-0.125 ... 0.037	0.2905	-0.12524	0.03744	1	0	0.0439
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_testosterone_bioavailable_imputation_log	male_age_low	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: -0.0397; 95% CI: -0.118 ... 0.039)	-0.0397	0.04	0.0784	-0.118 ... 0.039	0.3209	-0.1181	0.0387	1	0	0.0397
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_testosterone_free_imputation_log	male_age_low	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: -0.0509; 95% CI: -0.132 ... 0.03)	-0.0509	0.0412	0.080752	-0.132 ... 0.03	0.2163	-0.131652	0.029852	1	0	0.0509
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_testosterone_free_imputation_log	male_age_low	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: -0.0473; 95% CI: -0.125 ... 0.03)	-0.0473	0.0394	0.077224	-0.125 ... 0.03	0.2296	-0.124524	0.029924	1	0	0.0473
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_testosterone_imputation	male_age_low	adjust	joint	testosterone_imputation	testosterone_imputation	1115965	(rg: -0.0251; 95% CI: -0.087 ... 0.037)	-0.0251	0.0318	0.062328	-0.087 ... 0.037	0.4292	-0.087428	0.037228	1	0	0.0251
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_testosterone_imputation	male_age_low	unadjust	joint	testosterone_imputation	testosterone_imputation	1115965	(rg: -0.0067; 95% CI: -0.069 ... 0.056)	-0.0067	0.0318	0.062328	-0.069 ... 0.056	0.8329	-0.069028	0.055628	1	0	0.0067
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_testosterone_imputation_log	male_age_low	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: -0.0457; 95% CI: -0.11 ... 0.019)	-0.0457	0.0329	0.064484	-0.11 ... 0.019	0.1654	-0.110184	0.018784	1	0	0.0457
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_testosterone_imputation_log	male_age_low	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: -0.0317; 95% CI: -0.095 ... 0.032)	-0.0317	0.0323	0.063308	-0.095 ... 0.032	0.3252	-0.095008	0.031608	1	0	0.0317
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_joint_1_testosterone_log	male_age_low	adjust	joint	testosterone_log	testosterone_log	1115965	(rg: -0.0272; 95% CI: -0.09 ... 0.036)	-0.0272	0.032	0.06272	-0.09 ... 0.036	0.3949	-0.08992	0.03552	1	0	0.0272
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_low_unadjust_testosterone_log	male_age_low	unadjust	joint	testosterone_log	testosterone_log	1115965	(rg: -0.0076; 95% CI: -0.07 ... 0.055)	-0.0076	0.0319	0.062524	-0.07 ... 0.055	0.8113	-0.070124	0.054924	1	0	0.0076
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_albumin_imputation	male_age_middle	adjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: -0.0223; 95% CI: -0.094 ... 0.05)	-0.0223	0.0368	0.072128	-0.094 ... 0.05	0.545	-0.094428	0.049828	1	0	0.0223
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_unadjust_albumin_imputation	male_age_middle	unadjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: -0.023; 95% CI: -0.093 ... 0.047)	-0.023	0.0357	0.069972	-0.093 ... 0.047	0.5195	-0.092972	0.046972	1	0	0.023
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_oestradiol_bioavailable_imputation_log	male_age_middle	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: 0.1039; 95% CI: -0.012 ... 0.22)	0.1039	0.0591	0.115836	-0.012 ... 0.22	0.0785	-0.011936	0.219736	1	0	0.1039
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	male_age_middle	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: 0.0602; 95% CI: -0.044 ... 0.164)	0.0602	0.0532	0.104272	-0.044 ... 0.164	0.2577	-0.044072	0.164472	1	0	0.0602
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_oestradiol_free_imputation_log	male_age_middle	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: 0.1014; 95% CI: -0.012 ... 0.215)	0.1014	0.0579	0.113484	-0.012 ... 0.215	0.0799	-0.012084	0.214884	1	0	0.1014
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_unadjust_oestradiol_free_imputation_log	male_age_middle	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: 0.0682; 95% CI: -0.037 ... 0.174)	0.0682	0.0539	0.105644	-0.037 ... 0.174	0.2059	-0.037444	0.173844	1	0	0.0682
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_oestradiol_log	male_age_middle	adjust	joint	oestradiol_log	oestradiol_priority	1115968	(rg: -0.0236; 95% CI: -0.217 ... 0.169)	-0.0236	0.0985	0.19306	-0.217 ... 0.169	0.8103	-0.21666	0.16946	1	0	0.0236
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_unadjust_oestradiol_log	male_age_middle	unadjust	joint	oestradiol_log	oestradiol_priority	1115968	(rg: -0.0247; 95% CI: -0.19 ... 0.141)	-0.0247	0.0845	0.16562	-0.19 ... 0.141	0.7701	-0.19032	0.14092	1	0	0.0247
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_steroid_globulin_imputation_log	male_age_middle	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: -0.0098; 95% CI: -0.065 ... 0.046)	-0.0098	0.0283	0.055468	-0.065 ... 0.046	0.7305	-0.065268	0.045668	1	0	0.0098
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_unadjust_steroid_globulin_imputation_log	male_age_middle	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: 0.0103; 95% CI: -0.044 ... 0.065)	0.0103	0.0277	0.054292	-0.044 ... 0.065	0.7102	-0.043992	0.064592	1	0	0.0103
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_testosterone_bioavailable_imputation_log	male_age_middle	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: 0.0495; 95% CI: -0.036 ... 0.135)	0.0495	0.0436	0.085456	-0.036 ... 0.135	0.2564	-0.035956	0.134956	1	0	0.0495
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_unadjust_testosterone_bioavailable_imputation_log	male_age_middle	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: 0.06; 95% CI: -0.024 ... 0.144)	0.06	0.0427	0.083692	-0.024 ... 0.144	0.1596	-0.023692	0.143692	1	0	0.06
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_testosterone_free_imputation_log	male_age_middle	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: 0.059; 95% CI: -0.029 ... 0.147)	0.059	0.0447	0.087612	-0.029 ... 0.147	0.1868	-0.028612	0.146612	1	0	0.059
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_unadjust_testosterone_free_imputation_log	male_age_middle	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: 0.0634; 95% CI: -0.023 ... 0.15)	0.0634	0.0441	0.086436	-0.023 ... 0.15	0.1502	-0.023036	0.149836	1	0	0.0634
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_testosterone_imputation	male_age_middle	adjust	joint	testosterone_imputation	testosterone_imputation	1115965	(rg: 0.0091; 95% CI: -0.053 ... 0.071)	0.0091	0.0316	0.061936	-0.053 ... 0.071	0.7735	-0.052836	0.071036	1	0	0.0091
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_testosterone_imputation_log	male_age_middle	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: 0.0315; 95% CI: -0.042 ... 0.105)	0.0315	0.0376	0.073696	-0.042 ... 0.105	0.402	-0.042196	0.105196	1	0	0.0315
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_unadjust_testosterone_imputation_log	male_age_middle	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: 0.0508; 95% CI: -0.022 ... 0.124)	0.0508	0.0371	0.072716	-0.022 ... 0.124	0.1717	-0.021916	0.123516	1	0	0.0508
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_joint_1_testosterone_log	male_age_middle	adjust	joint	testosterone_log	testosterone_log	1115965	(rg: 0.014; 95% CI: -0.051 ... 0.079)	0.014	0.0334	0.065464	-0.051 ... 0.079	0.6747	-0.051464	0.079464	1	0	0.014
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_middle_unadjust_testosterone_log	male_age_middle	unadjust	joint	testosterone_log	testosterone_log	1115965	(rg: 0.0314; 95% CI: -0.034 ... 0.096)	0.0314	0.0332	0.065072	-0.034 ... 0.096	0.343	-0.033672	0.096472	1	0	0.0314
