design	study_primary	phenotype_primary	dependence_type	study_secondary	cohort	model_adjustment	model_context	phenotype_secondary	variable	variants	summary	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_unadjust_testosterone_free_imputation_log	male_age_high	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0627; 95% CI: -0.023 ... 0.149)	0.0627	0.0439	0.086044	-0.023 ... 0.149	0.153	-0.023344	0.148744	1	0	0.0627
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_joint_1_testosterone_imputation_log	male_age_high	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.0991; 95% CI: 0.012 ... 0.186)	0.0991	0.0445	0.08722	0.012 ... 0.186	0.0259	0.01188	0.18632	1	1	0.0991
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_unadjust_testosterone_imputation_log	male_age_high	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.073; 95% CI: -0.012 ... 0.158)	0.073	0.0433	0.084868	-0.012 ... 0.158	0.0916	-0.011868	0.157868	1	0	0.073
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_joint_1_testosterone_log	male_age_high	adjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.0575; 95% CI: -0.013 ... 0.128)	0.0575	0.036	0.07056	-0.013 ... 0.128	0.1098	-0.01306	0.12806	1	0	0.0575
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_unadjust_testosterone_log	male_age_high	unadjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.0431; 95% CI: -0.026 ... 0.112)	0.0431	0.0354	0.069384	-0.026 ... 0.112	0.2227	-0.026284	0.112484	1	0	0.0431
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_albumin_imputation	male_age_low	adjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: -0.001; 95% CI: -0.088 ... 0.086)	-0.001	0.0443	0.086828	-0.088 ... 0.086	0.9826	-0.087828	0.085828	1	0	0.001
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_albumin_imputation	male_age_low	unadjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: -0.01; 95% CI: -0.1 ... 0.08)	-0.01	0.0459	0.089964	-0.1 ... 0.08	0.8268	-0.099964	0.079964	1	0	0.01
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	male_age_low	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: -0.0551; 95% CI: -0.19 ... 0.079)	-0.0551	0.0686	0.134456	-0.19 ... 0.079	0.422	-0.189556	0.079356	1	0	0.0551
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	male_age_low	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: -0.0622; 95% CI: -0.19 ... 0.066)	-0.0622	0.0652	0.127792	-0.19 ... 0.066	0.3401	-0.189992	0.065592	1	0	0.0622
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_oestradiol_free_imputation_log	male_age_low	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.0537; 95% CI: -0.192 ... 0.085)	-0.0537	0.0707	0.138572	-0.192 ... 0.085	0.4473	-0.192272	0.084872	1	0	0.0537
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_oestradiol_free_imputation_log	male_age_low	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.052; 95% CI: -0.179 ... 0.075)	-0.052	0.0649	0.127204	-0.179 ... 0.075	0.423	-0.179204	0.075204	1	0	0.052
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_oestradiol_log	male_age_low	adjust	joint	oestradiol_log	oestradiol_priority	1173299	(rg: 0.1134; 95% CI: -0.524 ... 0.751)	0.1134	0.3253	0.637588	-0.524 ... 0.751	0.7274	-0.524188	0.750988	1	0	0.1134
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_oestradiol_log	male_age_low	unadjust	joint	oestradiol_log	oestradiol_priority	1173299	(rg: 0.0484; 95% CI: -0.292 ... 0.389)	0.0484	0.1737	0.340452	-0.292 ... 0.389	0.7807	-0.292052	0.388852	1	0	0.0484
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_steroid_globulin_imputation_log	male_age_low	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.0532; 95% CI: -0.013 ... 0.119)	0.0532	0.0336	0.065856	-0.013 ... 0.119	0.1131	-0.012656	0.119056	1	0	0.0532
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_steroid_globulin_imputation_log	male_age_low	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.0542; 95% CI: -0.012 ... 0.12)	0.0542	0.0336	0.065856	-0.012 ... 0.12	0.1063	-0.011656	0.120056	1	0	0.0542
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_testosterone_bioavailable_imputation_log	male_age_low	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.0993; 95% CI: 0.019 ... 0.18)	0.0993	0.0411	0.080556	0.019 ... 0.18	0.0157	0.018744	0.179856	1	1	0.0993
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_testosterone_bioavailable_imputation_log	male_age_low	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.0815; 95% CI: 0.001 ... 0.162)	0.0815	0.0412	0.080752	0.001 ... 0.162	0.0478	0.000748	0.162252	1	1	0.0815
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_testosterone_free_imputation_log	male_age_low	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0912; 95% CI: 0.014 ... 0.169)	0.0912	0.0395	0.07742	0.014 ... 0.169	0.021	0.01378	0.16862	1	1	0.0912
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_testosterone_free_imputation_log	male_age_low	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0802; 95% CI: 0.003 ... 0.157)	0.0802	0.0392	0.076832	0.003 ... 0.157	0.0406	0.003368	0.157032	1	1	0.0802
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_testosterone_imputation	male_age_low	adjust	joint	testosterone_imputation	testosterone_imputation	1173302	(rg: 0.0916; 95% CI: 0.023 ... 0.16)	0.0916	0.0348	0.068208	0.023 ... 0.16	0.0084	0.023392	0.159808	1	1	0.0916
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_testosterone_imputation	male_age_low	unadjust	joint	testosterone_imputation	testosterone_imputation	1173302	(rg: 0.0837; 95% CI: 0.013 ... 0.154)	0.0837	0.036	0.07056	0.013 ... 0.154	0.0202	0.01314	0.15426	1	1	0.0837
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_testosterone_imputation_log	male_age_low	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.1046; 95% CI: 0.032 ... 0.177)	0.1046	0.0371	0.072716	0.032 ... 0.177	0.0047	0.031884	0.177316	1	1	0.1046
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_testosterone_imputation_log	male_age_low	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.095; 95% CI: 0.022 ... 0.168)	0.095	0.037	0.07252	0.022 ... 0.168	0.0102	0.02248	0.16752	1	1	0.095
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_joint_1_testosterone_log	male_age_low	adjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.1058; 95% CI: 0.037 ... 0.175)	0.1058	0.0352	0.068992	0.037 ... 0.175	0.0026	0.036808	0.174792	1	1	0.1058
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_low_unadjust_testosterone_log	male_age_low	unadjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.0954; 95% CI: 0.025 ... 0.166)	0.0954	0.0358	0.070168	0.025 ... 0.166	0.0077	0.025232	0.165568	1	1	0.0954
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_albumin_imputation	male_age_middle	adjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: 0.0382; 95% CI: -0.048 ... 0.124)	0.0382	0.0438	0.085848	-0.048 ... 0.124	0.3839	-0.047648	0.124048	1	0	0.0382
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_unadjust_albumin_imputation	male_age_middle	unadjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: 0.0376; 95% CI: -0.05 ... 0.125)	0.0376	0.0445	0.08722	-0.05 ... 0.125	0.3986	-0.04962	0.12482	1	0	0.0376
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_oestradiol_bioavailable_imputation_log	male_age_middle	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: 0.0092; 95% CI: -0.106 ... 0.124)	0.0092	0.0588	0.115248	-0.106 ... 0.124	0.8761	-0.106048	0.124448	1	0	0.0092
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	male_age_middle	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: 0.0141; 95% CI: -0.089 ... 0.117)	0.0141	0.0526	0.103096	-0.089 ... 0.117	0.7892	-0.088996	0.117196	1	0	0.0141
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_oestradiol_free_imputation_log	male_age_middle	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: 0.0069; 95% CI: -0.11 ... 0.124)	0.0069	0.0596	0.116816	-0.11 ... 0.124	0.9077	-0.109916	0.123716	1	0	0.0069
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_unadjust_oestradiol_free_imputation_log	male_age_middle	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: 0.0208; 95% CI: -0.087 ... 0.129)	0.0208	0.055	0.1078	-0.087 ... 0.129	0.7055	-0.087	0.1286	1	0	0.0208
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_oestradiol_log	male_age_middle	adjust	joint	oestradiol_log	oestradiol_priority	1173298	(rg: 0.1855; 95% CI: -0.049 ... 0.42)	0.1855	0.1198	0.234808	-0.049 ... 0.42	0.1217	-0.049308	0.420308	1	0	0.1855
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_unadjust_oestradiol_log	male_age_middle	unadjust	joint	oestradiol_log	oestradiol_priority	1173298	(rg: 0.1512; 95% CI: -0.031 ... 0.334)	0.1512	0.0932	0.182672	-0.031 ... 0.334	0.1046	-0.031472	0.333872	1	0	0.1512
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_steroid_globulin_imputation_log	male_age_middle	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.0413; 95% CI: -0.023 ... 0.106)	0.0413	0.0329	0.064484	-0.023 ... 0.106	0.2093	-0.023184	0.105784	1	0	0.0413
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_unadjust_steroid_globulin_imputation_log	male_age_middle	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.0407; 95% CI: -0.02 ... 0.101)	0.0407	0.0309	0.060564	-0.02 ... 0.101	0.1873	-0.019864	0.101264	1	0	0.0407
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_testosterone_bioavailable_imputation_log	male_age_middle	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.0393; 95% CI: -0.045 ... 0.124)	0.0393	0.0432	0.084672	-0.045 ... 0.124	0.3633	-0.045372	0.123972	1	0	0.0393
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_unadjust_testosterone_bioavailable_imputation_log	male_age_middle	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.0397; 95% CI: -0.045 ... 0.124)	0.0397	0.0431	0.084476	-0.045 ... 0.124	0.357	-0.044776	0.124176	1	0	0.0397
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_testosterone_free_imputation_log	male_age_middle	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0403; 95% CI: -0.048 ... 0.129)	0.0403	0.045	0.0882	-0.048 ... 0.129	0.3699	-0.0479	0.1285	1	0	0.0403
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_unadjust_testosterone_free_imputation_log	male_age_middle	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0354; 95% CI: -0.051 ... 0.122)	0.0354	0.0442	0.086632	-0.051 ... 0.122	0.4239	-0.051232	0.122032	1	0	0.0354
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_testosterone_imputation	male_age_middle	adjust	joint	testosterone_imputation	testosterone_imputation	1173302	(rg: 0.0539; 95% CI: -0.018 ... 0.125)	0.0539	0.0365	0.07154	-0.018 ... 0.125	0.1399	-0.01764	0.12544	1	0	0.0539
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_testosterone_imputation_log	male_age_middle	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.0484; 95% CI: -0.032 ... 0.129)	0.0484	0.0411	0.080556	-0.032 ... 0.129	0.2383	-0.032156	0.128956	1	0	0.0484
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_unadjust_testosterone_imputation_log	male_age_middle	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.0473; 95% CI: -0.031 ... 0.126)	0.0473	0.0399	0.078204	-0.031 ... 0.126	0.2353	-0.030904	0.125504	1	0	0.0473
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_joint_1_testosterone_log	male_age_middle	adjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.0651; 95% CI: -0.01 ... 0.14)	0.0651	0.0381	0.074676	-0.01 ... 0.14	0.0873	-0.009576	0.139776	1	0	0.0651
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_middle_unadjust_testosterone_log	male_age_middle	unadjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.0612; 95% CI: -0.011 ... 0.134)	0.0612	0.0369	0.072324	-0.011 ... 0.134	0.0969	-0.011124	0.133524	1	0	0.0612
