design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_eur_unrel_meta	male_age_middle_joint_1_oestradiol_bioavailable_imputation_log	0.1101 (0.1438)	(rg: 0.1101; 95% CI: -0.1717 ... 0.3919)	1173184.0	0.1101	0.1438	0.28184800000000004	-0.1717 ... 0.3919	0.4438	-0.17174800000000004	0.3919480000000001	1.0	0.0	0.1101	male_age_middle	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_eur_unrel_meta	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	0.1424 (0.1344)	(rg: 0.1424; 95% CI: -0.121 ... 0.4058)	1173184.0	0.1424	0.1344	0.263424	-0.121 ... 0.4058	0.2896	-0.12102399999999999	0.40582399999999996	1.0	0.0	0.1424	male_age_middle	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_eur_unrel_meta	male_joint_1_oestradiol_bioavailable_imputation_log	-0.1293 (0.0854)	(rg: -0.1293; 95% CI: -0.2967 ... 0.0381)	1173184.0	-0.1293	0.0854	0.167384	-0.2967 ... 0.0381	0.1299	-0.296684	0.03808400000000001	1.0	0.0	0.1293	male	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_eur_unrel_meta	male_unadjust_oestradiol_bioavailable_imputation_log	-0.0286 (0.0869)	(rg: -0.0286; 95% CI: -0.1989 ... 0.1417)	1173184.0	-0.0286	0.0869	0.170324	-0.1989 ... 0.1417	0.7425	-0.198924	0.14172400000000002	1.0	0.0	0.0286	male	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_joint_1_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_menstruation_regular_joint_1_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160293.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female_menstruation_regular	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_menstruation_regular_unadjust_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160293.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female_menstruation_regular	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female_perimenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_perimenopause_unadjust_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female_perimenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female_postmenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female_postmenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160293.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female_premenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160293.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female_premenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	female_unadjust_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	female	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	male_age_high	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	male_age_high	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	male_age_low	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	male_age_low	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	male_age_middle_joint_1_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	male_age_middle	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	male_age_middle	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	male_joint_1_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	male	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_female	male_unadjust_oestradiol_bioavailable_imputation_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	male	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_joint_1_oestradiol_bioavailable_imputation_log	-0.0491 (0.1276)	(rg: -0.0491; 95% CI: -0.2992 ... 0.201)	1165938.0	-0.0491	0.1276	0.250096	-0.2992 ... 0.201	0.7002	-0.29919599999999996	0.20099599999999998	1.0	0.0	0.0491	female	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_menstruation_regular_joint_1_oestradiol_bioavailable_imputation_log	0.1451 (0.3505)	(rg: 0.1451; 95% CI: -0.5419 ... 0.8321)	1165939.0	0.1451	0.3505	0.6869799999999999	-0.5419 ... 0.8321	0.679	-0.5418799999999999	0.8320799999999999	1.0	0.0	0.1451	female_menstruation_regular	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_menstruation_regular_unadjust_oestradiol_bioavailable_imputation_log	-0.1395 (0.3139)	(rg: -0.1395; 95% CI: -0.7547 ... 0.4757)	1165939.0	-0.1395	0.3139	0.615244	-0.7547 ... 0.4757	0.6568	-0.7547440000000001	0.475744	1.0	0.0	0.1395	female_menstruation_regular	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	0.0012 (0.2567)	(rg: 0.0012; 95% CI: -0.5019 ... 0.5043)	1165938.0	0.0012	0.2567	0.5031319999999999	-0.5019 ... 0.5043	0.9962	-0.5019319999999999	0.5043319999999999	1.0	0.0	0.0012	female_perimenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_perimenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.01 (0.2527)	(rg: -0.01; 95% CI: -0.5053 ... 0.4853)	1165938.0	-0.01	0.2527	0.49529199999999995	-0.5053 ... 0.4853	0.9683	-0.505292	0.48529199999999995	1.0	0.0	0.01	female_perimenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.0916 (0.0954)	(rg: -0.0916; 95% CI: -0.2786 ... 0.0954)	1165938.0	-0.0916	0.0954	0.18698399999999998	-0.2786 ... 0.0954	0.337	-0.278584	0.09538399999999998	1.0	0.0	0.0916	female_postmenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	0.0661 (0.0913)	(rg: 0.0661; 95% CI: -0.1128 ... 0.245)	1165938.0	0.0661	0.0913	0.178948	-0.1128 ... 0.245	0.4689	-0.11284799999999999	0.245048	1.0	0.0	0.0661	female_postmenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	0.3615 (0.3188)	(rg: 0.3615; 95% CI: -0.2633 ... 0.9863)	1165939.0	0.3615	0.3188	0.624848	-0.2633 ... 0.9863	0.2568	-0.26334799999999997	0.986348	1.0	0.0	0.3615	female_premenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	0.0388 (0.3159)	(rg: 0.0388; 95% CI: -0.5804 ... 0.658)	1165939.0	0.0388	0.3159	0.619164	-0.5804 ... 0.658	0.9022	-0.5803640000000001	0.657964	1.0	0.0	0.0388	female_premenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	female_unadjust_oestradiol_bioavailable_imputation_log	0.0155 (0.1173)	(rg: 0.0155; 95% CI: -0.2144 ... 0.2454)	1165938.0	0.0155	0.1173	0.229908	-0.2144 ... 0.2454	0.8948	-0.214408	0.24540800000000002	1.0	0.0	0.0155	female	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	-0.1259 (0.1468)	(rg: -0.1259; 95% CI: -0.4136 ... 0.1618)	1165938.0	-0.1259	0.1468	0.28772800000000004	-0.4136 ... 0.1618	0.3911	-0.41362800000000005	0.16182800000000003	1.0	0.0	0.1259	male_age_high	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	-0.0785 (0.143)	(rg: -0.0785; 95% CI: -0.3588 ... 0.2018)	1165938.0	-0.0785	0.143	0.28028	-0.3588 ... 0.2018	0.5833	-0.35878	0.20177999999999996	1.0	0.0	0.0785	male_age_high	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	-0.1395 (0.156)	(rg: -0.1395; 95% CI: -0.4453 ... 0.1663)	1165938.0	-0.1395	0.156	0.30576	-0.4453 ... 0.1663	0.3714	-0.44526	0.16625999999999996	1.0	0.0	0.1395	male_age_low	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	-0.0604 (0.1446)	(rg: -0.0604; 95% CI: -0.3438 ... 0.223)	1165938.0	-0.0604	0.1446	0.283416	-0.3438 ... 0.223	0.6764	-0.343816	0.223016	1.0	0.0	0.0604	male_age_low	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	male_age_middle_joint_1_oestradiol_bioavailable_imputation_log	0.0756 (0.1458)	(rg: 0.0756; 95% CI: -0.2102 ... 0.3614)	1165938.0	0.0756	0.1458	0.285768	-0.2102 ... 0.3614	0.6044	-0.21016800000000002	0.361368	1.0	0.0	0.0756	male_age_middle	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	0.1303 (0.1341)	(rg: 0.1303; 95% CI: -0.1325 ... 0.3931)	1165938.0	0.1303	0.1341	0.262836	-0.1325 ... 0.3931	0.3312	-0.13253600000000001	0.39313600000000004	1.0	0.0	0.1303	male_age_middle	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	male_joint_1_oestradiol_bioavailable_imputation_log	-0.0524 (0.0875)	(rg: -0.0524; 95% CI: -0.2239 ... 0.1191)	1165938.0	-0.0524	0.0875	0.17149999999999999	-0.2239 ... 0.1191	0.5494	-0.2239	0.11909999999999998	1.0	0.0	0.0524	male	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30482948_walters_2018_male	male_unadjust_oestradiol_bioavailable_imputation_log	0.0156 (0.0893)	(rg: 0.0156; 95% CI: -0.1594 ... 0.1906)	1165938.0	0.0156	0.0893	0.17502800000000002	-0.1594 ... 0.1906	0.861	-0.15942800000000001	0.19062800000000002	1.0	0.0	0.0156	male	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_joint_1_oestradiol_bioavailable_imputation_log	-0.0576 (0.0502)	(rg: -0.0576; 95% CI: -0.156 ... 0.0408)	1173302.0	-0.0576	0.0502	0.09839200000000001	-0.156 ... 0.0408	0.251	-0.15599200000000002	0.04079200000000001	1.0	0.0	0.0576	female	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_joint_1_oestradiol_bioavailable_imputation_log	-0.1425 (0.1495)	(rg: -0.1425; 95% CI: -0.4355 ... 0.1505)	1173302.0	-0.1425	0.1495	0.29302	-0.4355 ... 0.1505	0.3405	-0.43552	0.15052000000000001	1.0	0.0	0.1425	female_menstruation_regular	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_unadjust_oestradiol_bioavailable_imputation_log	-0.0977 (0.1259)	(rg: -0.0977; 95% CI: -0.3445 ... 0.1491)	1173302.0	-0.0977	0.1259	0.246764	-0.3445 ... 0.1491	0.4379	-0.344464	0.14906400000000003	1.0	0.0	0.0977	female_menstruation_regular	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	0.0127 (0.0842)	(rg: 0.0127; 95% CI: -0.1523 ... 0.1777)	1173302.0	0.0127	0.0842	0.16503199999999998	-0.1523 ... 0.1777	0.8805	-0.152332	0.17773199999999997	1.0	0.0	0.0127	female_perimenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_perimenopause_unadjust_oestradiol_bioavailable_imputation_log	0.0225 (0.0851)	(rg: 0.0225; 95% CI: -0.1443 ... 0.1893)	1173302.0	0.0225	0.0851	0.166796	-0.1443 ... 0.1893	0.7914	-0.144296	0.189296	1.0	0.0	0.0225	female_perimenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.0533 (0.0355)	(rg: -0.0533; 95% CI: -0.1229 ... 0.0163)	1173302.0	-0.0533	0.0355	0.06957999999999999	-0.1229 ... 0.0163	0.1333	-0.12287999999999999	0.01627999999999999	1.0	0.0	0.0533	female_postmenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.0617 (0.0344)	(rg: -0.0617; 95% CI: -0.1291 ... 0.0057)	1173302.0	-0.0617	0.0344	0.067424	-0.1291 ... 0.0057	0.0727	-0.129124	0.005724	1.0	0.0	0.0617	female_postmenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.1072 (0.1237)	(rg: -0.1072; 95% CI: -0.3497 ... 0.1353)	1173302.0	-0.1072	0.1237	0.242452	-0.3497 ... 0.1353	0.386	-0.349652	0.13525199999999998	1.0	0.0	0.1072	female_premenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.0513 (0.1127)	(rg: -0.0513; 95% CI: -0.2722 ... 0.1696)	1173302.0	-0.0513	0.1127	0.22089199999999998	-0.2722 ... 0.1696	0.6489	-0.272192	0.16959199999999996	1.0	0.0	0.0513	female_premenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	female_unadjust_oestradiol_bioavailable_imputation_log	-0.067 (0.046)	(rg: -0.067; 95% CI: -0.1572 ... 0.0232)	1173302.0	-0.067	0.046	0.09015999999999999	-0.1572 ... 0.0232	0.1452	-0.15716	0.023159999999999986	1.0	0.0	0.067	female	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	-0.068 (0.0579)	(rg: -0.068; 95% CI: -0.1815 ... 0.0455)	1173302.0	-0.068	0.0579	0.113484	-0.1815 ... 0.0455	0.2402	-0.181484	0.045484	1.0	0.0	0.068	male_age_high	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	-0.0495 (0.0544)	(rg: -0.0495; 95% CI: -0.1561 ... 0.0571)	1173302.0	-0.0495	0.0544	0.106624	-0.1561 ... 0.0571	0.3635	-0.15612399999999999	0.057123999999999994	1.0	0.0	0.0495	male_age_high	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	-0.0551 (0.0686)	(rg: -0.0551; 95% CI: -0.1896 ... 0.0794)	1173302.0	-0.0551	0.0686	0.134456	-0.1896 ... 0.0794	0.422	-0.189556	0.07935599999999998	1.0	0.0	0.0551	male_age_low	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	-0.0622 (0.0652)	(rg: -0.0622; 95% CI: -0.19 ... 0.0656)	1173302.0	-0.0622	0.0652	0.127792	-0.19 ... 0.0656	0.3401	-0.189992	0.06559199999999998	1.0	0.0	0.0622	male_age_low	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	male_age_middle_joint_1_oestradiol_bioavailable_imputation_log	0.0092 (0.0588)	(rg: 0.0092; 95% CI: -0.106 ... 0.1244)	1173302.0	0.0092	0.0588	0.11524799999999999	-0.106 ... 0.1244	0.8761	-0.10604799999999999	0.12444799999999999	1.0	0.0	0.0092	male_age_middle	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	0.0141 (0.0526)	(rg: 0.0141; 95% CI: -0.089 ... 0.1172)	1173302.0	0.0141	0.0526	0.103096	-0.089 ... 0.1172	0.7892	-0.08899599999999999	0.117196	1.0	0.0	0.0141	male_age_middle	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	male_joint_1_oestradiol_bioavailable_imputation_log	-0.0321 (0.0353)	(rg: -0.0321; 95% CI: -0.1013 ... 0.0371)	1173302.0	-0.0321	0.0353	0.069188	-0.1013 ... 0.0371	0.3629	-0.10128799999999999	0.037088	1.0	0.0	0.0321	male	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	male_unadjust_oestradiol_bioavailable_imputation_log	-0.0189 (0.033)	(rg: -0.0189; 95% CI: -0.0836 ... 0.0458)	1173302.0	-0.0189	0.033	0.06468	-0.0836 ... 0.0458	0.5671	-0.08358	0.04578	1.0	0.0	0.0189	male	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_joint_1_oestradiol_bioavailable_imputation_log	-0.0292 (0.0732)	(rg: -0.0292; 95% CI: -0.1727 ... 0.1143)	1172907.0	-0.0292	0.0732	0.143472	-0.1727 ... 0.1143	0.6902	-0.172672	0.11427199999999998	1.0	0.0	0.0292	female	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_menstruation_regular_joint_1_oestradiol_bioavailable_imputation_log	-0.226 (0.2304)	(rg: -0.226; 95% CI: -0.6776 ... 0.2256)	1172907.0	-0.226	0.2304	0.451584	-0.6776 ... 0.2256	0.3267	-0.677584	0.22558399999999998	1.0	0.0	0.226	female_menstruation_regular	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_menstruation_regular_unadjust_oestradiol_bioavailable_imputation_log	-0.1763 (0.1937)	(rg: -0.1763; 95% CI: -0.556 ... 0.2034)	1172907.0	-0.1763	0.1937	0.379652	-0.556 ... 0.2034	0.3627	-0.555952	0.20335199999999998	1.0	0.0	0.1763	female_menstruation_regular	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	0.0708 (0.1241)	(rg: 0.0708; 95% CI: -0.1724 ... 0.314)	1172907.0	0.0708	0.1241	0.243236	-0.1724 ... 0.314	0.5684	-0.172436	0.314036	1.0	0.0	0.0708	female_perimenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_perimenopause_unadjust_oestradiol_bioavailable_imputation_log	0.0836 (0.1201)	(rg: 0.0836; 95% CI: -0.1518 ... 0.319)	1172907.0	0.0836	0.1201	0.235396	-0.1518 ... 0.319	0.4868	-0.151796	0.318996	1.0	0.0	0.0836	female_perimenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.0358 (0.0453)	(rg: -0.0358; 95% CI: -0.1246 ... 0.053)	1172907.0	-0.0358	0.0453	0.08878799999999999	-0.1246 ... 0.053	0.4301	-0.12458799999999999	0.05298799999999999	1.0	0.0	0.0358	female_postmenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.0929 (0.0459)	(rg: -0.0929; 95% CI: -0.1829 ... -0.0029)	1172907.0	-0.0929	0.0459	0.089964	-0.1829 ... -0.0029	0.0429	-0.182864	-0.002935999999999994	1.0	1.0	0.0929	female_postmenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.2215 (0.2018)	(rg: -0.2215; 95% CI: -0.617 ... 0.174)	1172907.0	-0.2215	0.2018	0.395528	-0.617 ... 0.174	0.2724	-0.617028	0.174028	1.0	0.0	0.2215	female_premenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.1536 (0.189)	(rg: -0.1536; 95% CI: -0.524 ... 0.2168)	1172907.0	-0.1536	0.189	0.37044	-0.524 ... 0.2168	0.4163	-0.52404	0.21684	1.0	0.0	0.1536	female_premenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	female_unadjust_oestradiol_bioavailable_imputation_log	-0.1133 (0.0682)	(rg: -0.1133; 95% CI: -0.247 ... 0.0204)	1172907.0	-0.1133	0.0682	0.13367199999999999	-0.247 ... 0.0204	0.0966	-0.24697199999999997	0.020371999999999987	1.0	0.0	0.1133	female	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	-0.0509 (0.0839)	(rg: -0.0509; 95% CI: -0.2153 ... 0.1135)	1172907.0	-0.0509	0.0839	0.164444	-0.2153 ... 0.1135	0.544	-0.215344	0.113544	1.0	0.0	0.0509	male_age_high	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	-0.0548 (0.0804)	(rg: -0.0548; 95% CI: -0.2124 ... 0.1028)	1172907.0	-0.0548	0.0804	0.157584	-0.2124 ... 0.1028	0.4954	-0.21238400000000002	0.102784	1.0	0.0	0.0548	male_age_high	unadjust	oestradiol_bioavailable_imputation_log
