code_ukbiobank	medication_name	medication_category	code_atc	group_atc	Category	Coding a	Medication ATC code	Drug name
1141188152	Felodipine	felotens xl 5mg m/r tablet	C08CA02		felotens xl 5mg m/r tablet	1141188152	C08CA02	Felodipine
1140875616	Ibuprofen	ibugel gel	M02AA13		ibugel gel	1140875616	M02AA13	Ibuprofen
1140910750	Glycerin	glycerol suppository	A06AX01		glycerol suppository	1140910750	A06AX01	Glycerin
1140876424	Salicylic Acid |Sulfur |Coal Tar	cocois ointment	D05AA		cocois ointment	1140876424	D05AA	Salicylic Acid |Sulfur |Coal Tar
1141187790	Telmisartan |Hydrochlorothiazide	micardisplus 40mg/12.5mg tablet	C09DA07		micardisplus 40mg/12.5mg tablet	1141187790	C09DA07	Telmisartan |Hydrochlorothiazide
1141200782	Felodipine	neofel xl 5mg m/r tablet	C08CA02		neofel xl 5mg m/r tablet	1141200782	C08CA02	Felodipine
1140876088	Xylometazoline	sudafed 0.05% nasal spray	R01AA07		sudafed 0.05% nasal spray	1140876088	R01AA07	Xylometazoline
1141157060	Mizolastine	mizollen 10mg m/r tablet	R06AX25		mizollen 10mg m/r tablet	1141157060	R06AX25	Mizolastine
1141174388	Calcitriol	calcitriol	A11CC04 |D05AX03	A11CC	calcitriol	1141174388	A11CC04 |D05AX03	Calcitriol
1140925778	Acetaminophen |Codeine	paracodol capsule	N02AJ06		paracodol capsule	1140925778	N02AJ06	Acetaminophen |Codeine
1141181562	Cetirizine	benadryl one a day 10mg tablet	R06AE07		benadryl one a day 10mg tablet	1141181562	R06AE07	Cetirizine
1140881334	Atropine |Diphenoxylate	co-phenotrope	A07DA01		co-phenotrope	1140881334	A07DA01	Atropine |Diphenoxylate
1140872480	Disulfiram	disulfiram	N07BB01 |P03AA04		disulfiram	1140872480	N07BB01 |P03AA04	Disulfiram
1140865840	Prednisolone	predfoam 20mg enema	A07EA		predfoam 20mg enema	1140865840	A07EA	Prednisolone
1140883028	Prednisolone	predsol 0.5% eye/ear drops	S01BA04		predsol 0.5% eye/ear drops	1140883028	S01BA04	Prednisolone
1140875642	Ketoprofen	ketoprofen 2.5% gel	M02AA10		ketoprofen 2.5% gel	1140875642	M02AA10	Ketoprofen
1140874302	Itraconazole	itraconazole	J02AC02		itraconazole	1140874302	J02AC02	Itraconazole
1140884704	Cortisone Acetate	cortisone product	H02AB10 |S01BA03		cortisone product	1140884704	H02AB10 |S01BA03	Cortisone Acetate
1141200878	Light Mineral Oil	oilatum bath formula liquid bath additive	D02A		oilatum bath formula liquid bath additive	1141200878	D02A	Light Mineral Oil
1141188588	Adalimumab	adalimumab	L04AB04		adalimumab	1141188588	L04AB04	Adalimumab
1140872214	Valproic Acid	valproic acid	N03AG01		valproic acid	1140872214	N03AG01	Valproic Acid
1140881748	Simvastatin	zocor 10mg tablet	C10AA01		zocor 10mg tablet	1140881748	C10AA01	Simvastatin
1140875684	Prednisolone	minims prednisolone 0.5% single-use eye drops	S01BA04		minims prednisolone 0.5% single-use eye drops	1140875684	S01BA04	Prednisolone
1141200748	Ibuprofen	care ibuprofen 10% gel	M02AA13		care ibuprofen 10% gel	1141200748	M02AA13	Ibuprofen
1140872646	Amoxicillin	amoxycillin	J01CA04		amoxycillin	1140872646	J01CA04	Amoxicillin
1140917310	Bicalutamide	casodex 50mg tablet	L02BB03		casodex 50mg tablet	1140917310	L02BB03	Bicalutamide
1140888686	Hydralazine	hydralazine	C02DB02		hydralazine	1140888686	C02DB02	Hydralazine
1140860418	Bendroflumethiazide |Propranolol	propranolol hydrochloride+bendrofluazide 80mg/2.5mg capsule	C07BA05		propranolol hydrochloride+bendrofluazide 80mg/2.5mg capsule	1140860418	C07BA05	Bendroflumethiazide |Propranolol
1140888770	Epinephrine	epinephrine	A01AD01 |B02BC09 |C01CA24 |R01AA14 |R03AA01 |S01EA01		epinephrine	1140888770	A01AD01 |B02BC09 |C01CA24 |R01AA14 |R03AA01 |S01EA01	Epinephrine
1140881442	Benzyl Benzoate |Zinc Oxide |Bismuth Subsalicylate |Balsam Of Peru	anusol hc ointment	C05AA01		anusol hc ointment	1140881442	C05AA01	Benzyl Benzoate |Zinc Oxide |Bismuth Subsalicylate |Balsam Of Peru
1140882742	Hydrocortisone	efcortelan 0.5% cream	D07AA02		efcortelan 0.5% cream	1140882742	D07AA02	Hydrocortisone
1140870958	Alfacalcidol	one-alpha 250nanograms capsule	A11CC03	A11CC	one-alpha 250nanograms capsule	1140870958	A11CC03	Alfacalcidol
1141168714	Propiverine	propiverine hydrochloride	G04BD06		propiverine hydrochloride	1141168714	G04BD06	Propiverine
1140878676	Amorolfine Hydrochloride	loceryl nail lacquer	D01AE16		loceryl nail lacquer	1140878676	D01AE16	Amorolfine Hydrochloride
1140921938	Diethylamine Salicylate	diethylamine salicylate 10% cream bp	M02AC		diethylamine salicylate 10% cream bp	1140921938	M02AC	Diethylamine Salicylate
1140863120	Loprazolam Mesilate	loprazolam	N05CD11		loprazolam	1140863120	N05CD11	Loprazolam Mesilate
1140857748	Somatropin Recombinant	genotropin 12iu multidose injection	H01AC01		genotropin 12iu multidose injection	1140857748	H01AC01	Somatropin Recombinant
1141179072	Beclomethasone Dipropionate	pulvinal beclomethasone diprop 100mcg breath-act dry pdr inh	R03BA01		pulvinal beclomethasone diprop 100mcg breath-act dry pdr inh	1141179072	R03BA01	Beclomethasone Dipropionate
1140863328	Chlordiazepoxide	chlordiazepoxide	N05BA02		chlordiazepoxide	1140863328	N05BA02	Chlordiazepoxide
1140869604	Cyclophosphamide	cyclophosphamide	L01AA01		cyclophosphamide	1140869604	L01AA01	Cyclophosphamide
1140866162	Hydrochlorothiazide	hydrochlorothiazide	C03AA03		hydrochlorothiazide	1140866162	C03AA03	Hydrochlorothiazide
1140869842	Mercaptopurine	mercaptopurine	L01BB02		mercaptopurine	1140869842	L01BB02	Mercaptopurine
1141174500	Sibutramine	sibutramine	A08AA10		sibutramine	1141174500	A08AA10	Sibutramine
1141172620	Glatiramer Acetate	copaxone 20mg injection (pdr for recon)	L03AX13		copaxone 20mg injection (pdr for recon)	1141172620	L03AX13	Glatiramer Acetate
1140909878	Ergocalciferol	vitamin d2	A11CC01	A11CC	vitamin d2	1140909878	A11CC01	Ergocalciferol
1140871684	Acetaminophen |Dihydrocodeine	remedeine tablet	N02AJ01		remedeine tablet	1140871684	N02AJ01	Acetaminophen |Dihydrocodeine
1140881922	Beclomethasone Dipropionate	becodisks 100micrograms disks+diskhaler	R03BA01		becodisks 100micrograms disks+diskhaler	1140881922	R03BA01	Beclomethasone Dipropionate
1140871780	Morphine	mst continus 30mg m/r tablet	N02AA01		mst continus 30mg m/r tablet	1140871780	N02AA01	Morphine
1141200440	Imatinib	glivec 100mg tablet	L01XE01		glivec 100mg tablet	1141200440	L01XE01	Imatinib
1140860838	Nitroglycerin	gtn 300micrograms sublingual tablet	C01DA02		gtn 300micrograms sublingual tablet	1140860838	C01DA02	Nitroglycerin
1140878734	Chlorhexidine	corsodyl original mouthwash	A01AB03		corsodyl original mouthwash	1140878734	A01AB03	Chlorhexidine
1140874674	Tolbutamide	tolbutamide	A10BB03 |V04CA01		tolbutamide	1140874674	A10BB03 |V04CA01	Tolbutamide
1140884396	Benzydamine	benzydamine	A01AD02 |G02CC03 |M01AX07 |M02AA05 |R02AX03		benzydamine	1140884396	A01AD02 |G02CC03 |M01AX07 |M02AA05 |R02AX03	Benzydamine
1140870194	Goserelin	goserelin	L02AE03		goserelin	1140870194	L02AE03	Goserelin
1140876154	Flunisolide	flunisolide	R01AD04 |R03BA03		flunisolide	1140876154	R01AD04 |R03BA03	Flunisolide
1140868902	Acarbose	acarbose	A10BF01		acarbose	1140868902	A10BF01	Acarbose
1140874794	Betamethasone	betnesol 500mcg soluble tablet	H02AB01		betnesol 500mcg soluble tablet	1140874794	H02AB01	Betamethasone
1140910670	Niacin	niacin	C04AC01 |C10AD02		niacin	1140910670	C04AC01 |C10AD02	Niacin
1140862290	Epinephrine	adrenaline product	A01AD01 |B02BC09 |C01CA24 |R01AA14 |R03AA01 |S01EA01		adrenaline product	1140862290	A01AD01 |B02BC09 |C01CA24 |R01AA14 |R03AA01 |S01EA01	Epinephrine
1140871388	Ibuprofen	cuprofen 200mg tablet	M01AE01		cuprofen 200mg tablet	1140871388	M01AE01	Ibuprofen
1140870486	Folic Acid |Cupric Sulfate |Manganese	folicin tablet	B03AD		folicin tablet	1140870486	B03AD	Folic Acid |Cupric Sulfate |Manganese
1141188408	Ramipril	tritace 1.25mg tablet	C09AA05		tritace 1.25mg tablet	1141188408	C09AA05	Ramipril
1141156984	Glimepiride	amaryl 1mg tablet	A10BB12		amaryl 1mg tablet	1141156984	A10BB12	Glimepiride
1140866420	Amiloride |Hydrochlorothiazide	moduretic tablet	C03EA01		moduretic tablet	1140866420	C03EA01	Amiloride |Hydrochlorothiazide
1140882908	Hydrocortisone |Miconazole	hydrocortisone+miconazole	D01A		hydrocortisone+miconazole	1140882908	D01A	Hydrocortisone |Miconazole
1140883014	Dienestrol	ortho-dienoestrol 0.01% cream	G03CB01	G03	ortho-dienoestrol 0.01% cream	1140883014	G03CB01	Dienestrol
1141187788	Telmisartan |Hydrochlorothiazide	telmisartan+hydrochlorothiazide 40mg/12.5mg tablet	C09DA07		telmisartan+hydrochlorothiazide 40mg/12.5mg tablet	1141187788	C09DA07	Telmisartan |Hydrochlorothiazide
1140875540	Ibuprofen	ibuleve gel	M02AA13		ibuleve gel	1140875540	M02AA13	Ibuprofen
1141153410	Atovaquone |Proguanil	malarone tablet	P01BB51		malarone tablet	1141153410	P01BB51	Atovaquone |Proguanil
1140861926	Bezafibrate	bezalip 200mg tablet	C10AB02		bezalip 200mg tablet	1140861926	C10AB02	Bezafibrate
1140881330	Magnesium Hydroxide	magnesium hydroxide	A02AA04 |G04BX01		magnesium hydroxide	1140881330	A02AA04 |G04BX01	Magnesium Hydroxide
1140863176	Lormetazepam	lormetazepam	N05CD06		lormetazepam	1140863176	N05CD06	Lormetazepam
1140868422	Estrone Sulfate	harmogen 1.5mg tablet	G03C	G03	harmogen 1.5mg tablet	1140868422	G03C	Estrone Sulfate
1140881026	Meptazinol Hydrochloride	meptazinol	N02AX05		meptazinol	1140881026	N02AX05	Meptazinol Hydrochloride
1140878244	Soya Oil	balneum bath oil	D02A		balneum bath oil	1140878244	D02A	Soya Oil
1140877600	Vitamin A |Vitamin D	halibut-liver oil capsule	A11CB		halibut-liver oil capsule	1140877600	A11CB	Vitamin A |Vitamin D
1141190956	Tramadol |Acetaminophen	paracetamol+tramadol	N02AX52		paracetamol+tramadol	1141190956	N02AX52	Tramadol |Acetaminophen
1140856442	Caffeine |Acetaminophen |Codeine	solpadeine soluble effervescent tablet	N02AJ09		solpadeine soluble effervescent tablet	1140856442	N02AJ09	Caffeine |Acetaminophen |Codeine
1141201834	Duloxetine	cymbalta 30mg gastro-resistant capsule	N06AX21		cymbalta 30mg gastro-resistant capsule	1141201834	N06AX21	Duloxetine
1140878346	Hydrocortisone |Coal Tar |Allantoin	alphosyl cream	D07XA01		alphosyl cream	1140878346	D07XA01	Hydrocortisone |Coal Tar |Allantoin
1141170844	Mineral Oil	liquid paraffin product	A06AA01		liquid paraffin product	1141170844	A06AA01	Mineral Oil
1141164652	No Active Ingredients	unguentum m cream	D02AX		unguentum m cream	1141164652	D02AX	No Active Ingredients
1140857044	Lymecycline	tetralysal 204mg capsule	J01AA04		tetralysal 204mg capsule	1140857044	J01AA04	Lymecycline
1140857912	Desogestrel	desogestrel	G03AC09	G03	desogestrel	1140857912	G03AC09	Desogestrel
1141166368	Ethinyl Estradiol |Gestodene	femodette tablet	G03AA10	G03	femodette tablet	1141166368	G03AA10	Ethinyl Estradiol |Gestodene
1141190554	Atazanavir	atazanavir	J05AE08		atazanavir	1141190554	J05AE08	Atazanavir
1140888482	Propafenone	propafenone	C01BC03		propafenone	1140888482	C01BC03	Propafenone
1140872434	Levodopa |Carbidopa	half-sinemet cr m/r tablet	N04BA02		half-sinemet cr m/r tablet	1140872434	N04BA02	Levodopa |Carbidopa
1140867690	Clomipramine	anafranil 10mg capsule	N06AA04		anafranil 10mg capsule	1140867690	N06AA04	Clomipramine
1140855694	Oxygen	oxygen gas	V03AN01		oxygen gas	1140855694	V03AN01	Oxygen
1140876588	Ergocalciferol	ergocalciferol product	A11CC01	A11CC	ergocalciferol product	1140876588	A11CC01	Ergocalciferol
1140869266	Norethisterone |Ethinyl Estradiol	trinovum tablet	G03AA05	G03	trinovum tablet	1140869266	G03AA05	Norethisterone |Ethinyl Estradiol
1140868794	Clodronic Acid	sodium clodronate	M05BA02		sodium clodronate	1140868794	M05BA02	Clodronic Acid
1141152912	Alprostadil	caverject 5micrograms injection (pdr for recon)+diluent	G04BE01		caverject 5micrograms injection (pdr for recon)+diluent	1141152912	G04BE01	Alprostadil
1140872236	Gabapentin	neurontin 100mg capsule	N03AX12		neurontin 100mg capsule	1140872236	N03AX12	Gabapentin
1140878048	Xylometazoline |Antazoline	otrivine-antistin eye drops	S01GA53		otrivine-antistin eye drops	1140878048	S01GA53	Xylometazoline |Antazoline
1140871776	Morphine	mst continus 10mg m/r tablet	N02AA01		mst continus 10mg m/r tablet	1140871776	N02AA01	Morphine
1140909706	Chlorthalidone	chlortalidone	C03BA04		chlortalidone	1140909706	C03BA04	Chlorthalidone
1140867420	Clozapine	clozapine	N05AH02		clozapine	1140867420	N05AH02	Clozapine
1140910036	Methotrexate	mtx - methotrexate	L01BA01 |L04AX03		mtx - methotrexate	1140910036	L01BA01 |L04AX03	Methotrexate
1140917448	Estradiol	oestradiol 1.25g/dose gel	G03CA03	G03	oestradiol 1.25g/dose gel	1140917448	G03CA03	Estradiol
1141153080	Diphenhydramine	nytol 25mg caplet	R06AA02		nytol 25mg caplet	1141153080	R06AA02	Diphenhydramine
1141185480	Plantago Seed	ispagel 3.5g/sachet s/f powder	A06AC01		ispagel 3.5g/sachet s/f powder	1141185480	A06AC01	Plantago Seed
1140877612	Multivitamin	vitamin c+a+d tablet	A11B		vitamin c+a+d tablet	1140877612	A11B	Multivitamin
1140882904	Clotrimazole |Hydrocortisone	canesten hc cream	D01AC20		canesten hc cream	1140882904	D01AC20	Clotrimazole |Hydrocortisone
1140875974	Flumethasone |Clioquinol	locorten-vioform ear drops	S02AA30		locorten-vioform ear drops	1140875974	S02AA30	Flumethasone |Clioquinol
1141173882	Nateglinide	nateglinide	A10BX03		nateglinide	1141173882	A10BX03	Nateglinide
1140857690	Estradiol	oestradiol 25mg implant 36 week	G03CA03	G03	oestradiol 25mg implant 36 week	1140857690	G03CA03	Estradiol
1140910824	Ursodeoxycholic Acid	ursodesoxycholic acid	A05AA02		ursodesoxycholic acid	1140910824	A05AA02	Ursodeoxycholic Acid
1140859220	Fusidic Acid	fusidic acid	D06AX01 |D09AA02 |J01XC01 |S01AA13		fusidic acid	1140859220	D06AX01 |D09AA02 |J01XC01 |S01AA13	Fusidic Acid
1140884634	Cyproterone Acetate	cyproterone	G03HA01	G03	cyproterone	1140884634	G03HA01	Cyproterone Acetate
1141168718	Propiverine	detrunorm 15mg tablet	G04BD06		detrunorm 15mg tablet	1141168718	G04BD06	Propiverine
1140876026	No Active Ingredients	simple eye ointment	S01AX		simple eye ointment	1140876026	S01AX	No Active Ingredients
1140863292	Hydroxyzine	ucerax 25mg tablet	N05BB01		ucerax 25mg tablet	1140863292	N05BB01	Hydroxyzine
1140926990	Acamprosate	acamprosate calcium	N07BB03		acamprosate calcium	1140926990	N07BB03	Acamprosate
1140869256	Norethisterone |Ethinyl Estradiol	brevinor tablet	G03AA05	G03	brevinor tablet	1140869256	G03AA05	Norethisterone |Ethinyl Estradiol
1141167844	Acetylsalicylic Acid |Dipyridamole	dipyridamole+aspirin	B01AC30		dipyridamole+aspirin	1141167844	B01AC30	Acetylsalicylic Acid |Dipyridamole
1141192670	Frovatriptan	migard 2.5mg tablet	N02CC07		migard 2.5mg tablet	1141192670	N02CC07	Frovatriptan
1140874336	Ketoconazole	ketoconazole	D01AC08 |G01AF11 |J02AB02		ketoconazole	1140874336	D01AC08 |G01AF11 |J02AB02	Ketoconazole
1140873650	Clindamycin	clindamycin	D10AF01 |G01AA10 |J01FF01		clindamycin	1140873650	D10AF01 |G01AA10 |J01FF01	Clindamycin
1140866000	Ursodeoxycholic Acid	ursofalk 250mg capsule	A05AA02		ursofalk 250mg capsule	1140866000	A05AA02	Ursodeoxycholic Acid
1141165470	Ramipril |Felodipine	felodipine+ramipril	C09BB05		felodipine+ramipril	1141165470	C09BB05	Ramipril |Felodipine
1140882396	Acetaminophen |Dihydrocodeine	paracetamol+dihydrocodeine tartrate	N02AJ01		paracetamol+dihydrocodeine tartrate	1140882396	N02AJ01	Acetaminophen |Dihydrocodeine
1140860332	Sotalol |Hydrochlorothiazide	sotalol hydrochloride+hydrochlorothiazide 80mg/12.5mg tablet	C07BA07		sotalol hydrochloride+hydrochlorothiazide 80mg/12.5mg tablet	1140860332	C07BA07	Sotalol |Hydrochlorothiazide
1140926796	Meloxicam	mobic 15mg tablet	M01AC06		mobic 15mg tablet	1140926796	M01AC06	Meloxicam
1141192260	Vardenafil	levitra 20mg tablet	G04BE09		levitra 20mg tablet	1141192260	G04BE09	Vardenafil
1140911748	Ibuprofen |Menthol	ibuprofen+menthol 5%/3% gel	M01AE51		ibuprofen+menthol 5%/3% gel	1140911748	M01AE51	Ibuprofen |Menthol
1140875640	Felbinac	traxam gel	M02AA08		traxam gel	1140875640	M02AA08	Felbinac
1141189064	Caffeine |Acetaminophen |Codeine	solpadeine plus soluble effervescent tablet	N02AJ09		solpadeine plus soluble effervescent tablet	1141189064	N02AJ09	Caffeine |Acetaminophen |Codeine
1140872064	Carbamazepine	carbamazepine product	N03AF01		carbamazepine product	1140872064	N03AF01	Carbamazepine
1141181818	Norethisterone |Estradiol	estradiol+norethisterone acetate 1mg/0.5mg tablet	G03FA01	G03	estradiol+norethisterone acetate 1mg/0.5mg tablet	1141181818	G03FA01	Norethisterone |Estradiol
1140884074	Hydrocortisone |Gentamicin	gentisone hc ear drops	S03AA		gentisone hc ear drops	1140884074	S03AA	Hydrocortisone |Gentamicin
1140878418	Hydrocortisone |Coal Tar |Allantoin	alphosyl hc cream	D07XA01		alphosyl hc cream	1140878418	D07XA01	Hydrocortisone |Coal Tar |Allantoin
1140883480	Propantheline	propantheline	A03AB05		propantheline	1140883480	A03AB05	Propantheline
1140865366	Aluminum Hydroxide |Magnesium Hydroxide	maalox plus suspension	A02AF02		maalox plus suspension	1140865366	A02AF02	Aluminum Hydroxide |Magnesium Hydroxide
1140925986	Mycophenolate Mofetil	cellcept 250mg capsule	L04AA06		cellcept 250mg capsule	1140925986	L04AA06	Mycophenolate Mofetil
1141189068	Caffeine |Acetaminophen	solpadeine headache soluble tablet	N02BE51		solpadeine headache soluble tablet	1141189068	N02BE51	Caffeine |Acetaminophen
1141167020	Nevirapine	viramune 200mg tablet	J05AG01		viramune 200mg tablet	1141167020	J05AG01	Nevirapine
1140868240	Acetaminophen	paracetamol product	N02BE01		paracetamol product	1140868240	N02BE01	Acetaminophen
1141167832	Diltiazem	zemtard 120 xl m/r capsule	C08DB01		zemtard 120 xl m/r capsule	1141167832	C08DB01	Diltiazem
1140879746	Promazine	promazine	N05AA03		promazine	1140879746	N05AA03	Promazine
1140882630	Betamethasone	diprosone cream	D07AC01		diprosone cream	1140882630	D07AC01	Betamethasone
1141188546	Niacin	niaspan 500mg m/r tablet	C10AD02		niaspan 500mg m/r tablet	1141188546	C10AD02	Niacin
1140870554	Potassium Chloride |Potassium Bicarbonate	sando-k effervescent tablet	A12BA51		sando-k effervescent tablet	1140870554	A12BA51	Potassium Chloride |Potassium Bicarbonate
1141192258	Vardenafil	levitra 10mg tablet	G04BE09		levitra 10mg tablet	1141192258	G04BE09	Vardenafil
1140882160	Cromoglicic Acid	rynacrom 2% nasal drops	R01AC01		rynacrom 2% nasal drops	1140882160	R01AC01	Cromoglicic Acid
1140888142	Fluocinonide	metosyn 0.05% cream	D07AC08		metosyn 0.05% cream	1140888142	D07AC08	Fluocinonide
1141173030	Capecitabine	capecitabine	L01BC06		capecitabine	1141173030	L01BC06	Capecitabine
1140861282	Lacidipine	motens 2mg tablet	C08CA09		motens 2mg tablet	1140861282	C08CA09	Lacidipine
1140868342	Nefopam Hydrochloride	acupan 30mg tablet	N02BG06		acupan 30mg tablet	1140868342	N02BG06	Nefopam Hydrochloride
1140875566	Chloramphenicol	chloramphenicol 1% eye ointment	S01AA01		chloramphenicol 1% eye ointment	1140875566	S01AA01	Chloramphenicol
1141171050	Oxycodone	oxycontin 20mg m/r tablet	N02AA05		oxycontin 20mg m/r tablet	1141171050	N02AA05	Oxycodone
1141168340	Zafirlukast	zafirlukast	R03DC01		zafirlukast	1141168340	R03DC01	Zafirlukast
1140878330	Benzyl Benzoate |Benzyl Alcohol |Zinc Oxide |Lanolin	sudocrem cream	D02AB		sudocrem cream	1140878330	D02AB	Benzyl Benzoate |Benzyl Alcohol |Zinc Oxide |Lanolin
1141189464	Hydrocortisone	exe-cort hydrocortisone 1% cream	S02BA01		exe-cort hydrocortisone 1% cream	1141189464	S02BA01	Hydrocortisone
1140862162	Terbutaline	bricanyl 5mg tablet	R03CC03		bricanyl 5mg tablet	1140862162	R03CC03	Terbutaline
1141181150	Cilostazol	cilostazol	B01AC23		cilostazol	1141181150	B01AC23	Cilostazol
1140865380	Aluminum Hydroxide |Simethicone |Dicycloverine Hydrochloride |Light Magnesium Oxide	kolanticon gel	A03A		kolanticon gel	1140865380	A03A	Aluminum Hydroxide |Simethicone |Dicycloverine Hydrochloride |Light Magnesium Oxide
1140864558	Capsaicin	capsaicin 0.075% cream	M02AB01		capsaicin 0.075% cream	1140864558	M02AB01	Capsaicin
1140865772	Methyl Cellulose	methylcellulose	A06AC06		methylcellulose	1140865772	A06AC06	Methyl Cellulose
1140880140	Erythromycin |Zinc	zineryt topical solution	D10AF52		zineryt topical solution	1140880140	D10AF52	Erythromycin |Zinc
1140882116	Morphine |Atropine	morphine sulphate+atropine sulphate	A03CB03		morphine sulphate+atropine sulphate	1140882116	A03CB03	Morphine |Atropine
1140865536	Sucralfate	sucralfate	A02BX02		sucralfate	1140865536	A02BX02	Sucralfate
1141182674	Diclofenac	fenactol 25mg e/c tablet	M01AB05		fenactol 25mg e/c tablet	1141182674	M01AB05	Diclofenac
1141175204	Oxcarbazepine	oxcarbazepine	N03AF02		oxcarbazepine	1141175204	N03AF02	Oxcarbazepine
1140871734	Buprenorphine	temgesic 200mcg sublingual tablet	N02AE01		temgesic 200mcg sublingual tablet	1140871734	N02AE01	Buprenorphine
1140910772	Nicorandil	ikorel 10mg tablet	C01DX16		ikorel 10mg tablet	1140910772	C01DX16	Nicorandil
1141157356	Erythromycin	erythromycin product	D10AF02 |J01FA01 |S01AA17		erythromycin product	1141157356	D10AF02 |J01FA01 |S01AA17	Erythromycin
1141152986	Morphine	zomorph 10mg m/r capsule	N02AA01		zomorph 10mg m/r capsule	1141152986	N02AA01	Morphine
1140860324	Chlorthalidone |Atenolol	tenoret 50 tablet	C07CB03		tenoret 50 tablet	1140860324	C07CB03	Chlorthalidone |Atenolol
1140874482	Chloroquine	chloroquine	P01BA01		chloroquine	1140874482	P01BA01	Chloroquine
1140861868	Niacin	nicotinic acid product	C04AC01 |C10AD02		nicotinic acid product	1140861868	C04AC01 |C10AD02	Niacin
1140871236	Flurbiprofen	flurbiprofen	M01AE09 |M02AA19 |R02AX01 |S01BC04		flurbiprofen	1140871236	M01AE09 |M02AA19 |R02AX01 |S01BC04	Flurbiprofen
1141177762	Risperidone	risperdal 0.5mg tablet	N05AX08		risperdal 0.5mg tablet	1141177762	N05AX08	Risperidone
1140882730	Hydrocortisone	colifoam 10% foam	A07EA02		colifoam 10% foam	1140882730	A07EA02	Hydrocortisone
1141173212	Pseudoephedrine |Acrivastine	benadryl plus capsule	R01BA52		benadryl plus capsule	1141173212	R01BA52	Pseudoephedrine |Acrivastine
1140865628	Misoprostol	misoprostol	A02BB01 |G02AD06		misoprostol	1140865628	A02BB01 |G02AD06	Misoprostol
1140864346	Salicylic Acid |Sulfur |Coal Tar	cocois scalp ointment	D05AA		cocois scalp ointment	1140864346	D05AA	Salicylic Acid |Sulfur |Coal Tar
1140910730	Cromoglicic Acid	cromoglycate	A07EB01 |D11AH03 |R01AC01 |R03BC01 |S01GX01		cromoglycate	1140910730	A07EB01 |D11AH03 |R01AC01 |R03BC01 |S01GX01	Cromoglicic Acid
1140883600	Diphenhydramine	diphenhydramine product	D04AA32 |R06AA02		diphenhydramine product	1140883600	D04AA32 |R06AA02	Diphenhydramine
1140867640	Doxepin	doxepin	N06AA12		doxepin	1140867640	N06AA12	Doxepin
1140861594	Enoxaparin	clexane 20mg/0.2ml prefilled syringe	B01AB05		clexane 20mg/0.2ml prefilled syringe	1140861594	B01AB05	Enoxaparin
1141169694	Benzydamine	difflam sore throat 0.15% oral rinse	M02AA05		difflam sore throat 0.15% oral rinse	1141169694	M02AA05	Benzydamine
1141173444	Picosulfuric Acid	dulco-lax 2.5mg perles	A06AB08		dulco-lax 2.5mg perles	1141173444	A06AB08	Picosulfuric Acid
1140863552	Acetaminophen |Dihydrocodeine	paramol tablet	N02AJ01		paramol tablet	1140863552	N02AJ01	Acetaminophen |Dihydrocodeine
1141182110	Sulfadiazine	sulfadiazine	J01EC02		sulfadiazine	1141182110	J01EC02	Sulfadiazine
1140916890	Valaciclovir	valaciclovir	J05AB11		valaciclovir	1140916890	J05AB11	Valaciclovir
1140882718	Polymyxin B Sulfate |Neomycin |Dexamethasone	maxitrol eye drops	S01CA01		maxitrol eye drops	1140882718	S01CA01	Polymyxin B Sulfate |Neomycin |Dexamethasone
1140916608	Metronidazole	rozex 0.75% gel	D06BX01		rozex 0.75% gel	1140916608	D06BX01	Metronidazole
1141174512	Formoterol |Budesonide	budesonide+eformoterol	R03AK07		budesonide+eformoterol	1141174512	R03AK07	Formoterol |Budesonide
1140867920	Moclobemide	moclobemide	N06AG02		moclobemide	1140867920	N06AG02	Moclobemide
1140862938	Acetylcysteine	acetylcysteine	R05CB01 |S01XA08 |V03AB23		acetylcysteine	1140862938	R05CB01 |S01XA08 |V03AB23	Acetylcysteine
1140870520	Cyanocobalamin	cytamen 1mg/1ml injection	B03BA01		cytamen 1mg/1ml injection	1140870520	B03BA01	Cyanocobalamin
1140879822	Carteolol	carteolol	C07AA15 |S01ED05		carteolol	1140879822	C07AA15 |S01ED05	Carteolol
1140876240	Triamcinolone	adcortyl in orabase oral paste	A01AC01		adcortyl in orabase oral paste	1140876240	A01AC01	Triamcinolone
1140882920	Hydrocortisone |Fusidic Acid	fucidin h cream	D06AX01		fucidin h cream	1140882920	D06AX01	Hydrocortisone |Fusidic Acid
1141146426	Urea |Lauromacrogols	balneum plus cream	D02A		balneum plus cream	1141146426	D02A	Urea |Lauromacrogols
1141145710	Coal Tar	alphosyl shampoo	D05AA		alphosyl shampoo	1141145710	D05AA	Coal Tar
1141181882	Interferon Beta-1B	betaferon 300micrograms injection (pdr for recon)+diluent	L03AB08		betaferon 300micrograms injection (pdr for recon)+diluent	1141181882	L03AB08	Interferon Beta-1B
1140928742	Tramadol	zamadol 50mg capsule	N02AX02		zamadol 50mg capsule	1140928742	N02AX02	Tramadol
1140882778	Clotrimazole |Betamethasone	lotriderm cream	D01AC		lotriderm cream	1140882778	D01AC	Clotrimazole |Betamethasone
1140862424	Theophylline	slo-phyllin 60mg m/r capsule	R03DA04		slo-phyllin 60mg m/r capsule	1140862424	R03DA04	Theophylline
1140868784	Pamidronate	disodium pamidronate	M05BA03		disodium pamidronate	1140868784	M05BA03	Pamidronate
